"title","channel","url","type","linked_to","transcription","likes","comments","views","published_at"
"PELO FIM DA ESCALA 6X1! PAUTA GANHA REDES SOCIAIS! Hora de PRESSIONAR","luideverso","https://www.youtube.com/watch?v=jWWu7rfjgHA","Principal","O Fim da Escala 6 X 1 // FIM DA ESCALA 6X1 (COM ESTUDOS) • Física e Afins // URGENTE: A Escala 6x1 vai acabar? // FIM DA ESCALA 6X1 - RENATO FREITAS NA VOZ #EP5 // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // Fim da escala 6x1 | Parte 1 // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Fim da escala 6x1 | Entenda agora // FIM DA ESCALA 6X1 DEIXA EXTREMA DIRETA DESORIENTADA // Humanizei a Escala 6x1 #shorts // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // ESCALA 6X1 e fim do concurso de CARREIRA! Concurso CLT agora! // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6X1 ! // Estou revoltado! com essa escala 6x1 (O início de tudo) // FIM DA ESCALA 6X1 #6x1 #escala6x1 #clt // O que não te contaram sobre o FIM DA ESCALA 6x1 // Fim da escala 6x1 #escala6x1 // Fim da escala 6x1 // ","transcriptions.txt","8653","852","73249","2024-11-11"
"SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠","SEU OSMAR [FÃS]","https://www.youtube.com/watch?v=SAyfM7VoqbM","Principal","Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Fim da escala 6x1: você é a favor ou contra? 👷🏽⏰ #trabalho #profissão #dinheiro #negócios #shorts // Rick Azevedo critica PT por falta de adesão à PEC que pede o fim da escala 6x1: &#39;O que tá faltando?&#39; // URGENTE: A Escala 6x1 vai acabar? // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Fim da escala 6x1 | Parte 1 // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // Fim da escala 6x1 | Entenda agora // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // O DESABAFO DE UM TRABALHADOR ESCALA 6X1 // ESCALA 6X1 NÃO É VIDA! PRECISAMOS FALAR SOBRE ISSO // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // A ESCALA 6x1 TEM QUE ACABAR - MURILO REAGE (Cortes da Live do Suco de Brasil) // FIM DA ESCALA 6x1: por que esse tipo de trabalho tem que acabar? // Afinal, o que é a Escala 6x1 ? #noticias #direitotrabalho #escala6x1 #6x1 #pec  #direitotrabalhador // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ESCALA 6X1: COMO É TRABALHAR NO SUPERMERCADO // A escala 6x1 vai continuar e não haverá mudanças // ESCALA 6x1 #shorts // RENAN FALANDO SOBRE A ESCALA 6X1 KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK // Escala 6x1: Por Que Não Tenho Escolha // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Escala 6x1 tem que acabar, os piores argumentos. // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Nikolas Ferreira é contra o fim da escala 6x1 🤦🏻‍♂️ #nikolasferreira #pec #shorts #politica #brasil // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // Escala 6x1 - Parte 1  #humor #cenas #comedia #6x1 #escala6x1 // O QUE RENAN ACHA DA ESCALA 6X1 ?? // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // FIM DA ESCALA 6x1 // Desabafo de um jovem trabalhador na escala 6x1 // Escala 6x1 // Cerol fala sobre a Escala 6x1 Deve ou não deve acabar ? #cerol #escala #6x1 #clt // ","transcriptions.txt","264","3","7626","2024-11-14"
"FIM DA ESCALA 6X1 !","Victor Bacchi","https://www.youtube.com/watch?v=6vWZ1rLbn7Q","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Fim da escala de 6x1: PEC tem mais de 130 assinaturas | CNN NOVO DIA // Cortella e Alexandre Schwartsman analisam manifestações pelo fim da escala 6x1 // Fala de Erika Hilton sobre escala 6x1 de Junho de 2024 viraliza após popularidade da PEC // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // PÂNICO DISCUTE A VERDADE SOBRE A POLÊMICA ESCALA 6X1 E ANALISA TUDO! // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // ESSA É A VERDADE SOBRE O FIM DA ESCALA 6X1 // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // A ESCALA 6X1 VAI ACABAR? // Fim da escala 6x1: PEC atinge assinaturas necessárias | Chega Mais Notícias (13/11/24) // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // Manifestações pelo fim da escala 6x1 são realizados em capitais | Primeiro Impacto (15/11/24) // O fim da escala 6x1 e as mudanças no mundo do trabalho | Prof. Raphael Reis // 🚨ALERTA: FIM DA ESCALA 6x1 COLOCARÁ EM XEQUE OS EMPREGOS NO BRASIL? // Proposta do fim da escala 6x1 recebe apoio popular // A PEC do fim da ESCALA 6X1 vai ARRUINAR sua vida // Léo Picon REAGE após &#39;massacre&#39; por fala sobre ESCALA 6x1 e diz que não é contra os trabalhadores // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // Escala 6x1 - O Jovem quer SABER!!! // PEC do fim da escala 6x1 é uma farsa // PELO FIM DA ESCALA 6X1! PAUTA GANHA REDES SOCIAIS! Hora de PRESSIONAR // Senador Cleitinho (PL-MG) discursa em apoio a PEC do fim da escala 6x1 | O POVO NEWS // PELO FIM DA ESCALA 6X1 ✊ // Escala 6x1: Como surgiu o debate sobre o assunto? #trabalhadores #6x1 #direitostrabalhistas // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // A escala 6x1 vai continuar e não haverá mudanças // Escala 6x1 // Fim da escala 6x1 e o Deputado Marco Feliciano // Marco Feliciano é contra o fim da escala 6x1 // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // Escala 6X1 #direito #escala6x1 #6x1 #bolsonaro #lula #direita #esquerda #trabalho #trabalhadores // O que não te contaram sobre o FIM DA ESCALA 6x1 // Escala 6x1 vale a pena? #6x1 #escala6x1 // Pelo fim da escala 6x1 // ","transcriptions.txt","108","98","1288","2024-11-10"
"Cauê Moura e Load Comics falando BOSTA sobre a ESCALA 6X1","Ramsés O Pequeno","https://www.youtube.com/watch?v=dx7ftf00R7I","Principal","FIM DA ESCALA 6X1 // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // ","transcriptions.txt","7157","591","64077","2024-11-19"
"Senador Cleitinho (PL-MG) discursa em apoio a PEC do fim da escala 6x1 | O POVO NEWS","O POVO","https://www.youtube.com/watch?v=TRKoLxmvgk0","Principal","Fim da escala 6x1 é &#39;bastante prejudicial&#39; ao trabalhador, diz presidente do Banco Central // &quot;Fim da escala 6x1 não pode ser em uma canetada, sem discussão com a sociedade&quot; | Sheila Magalhães // Escala 6x1: debate sobre jornada de trabalho movimenta Congresso e redes sociais // Cortella e Alexandre Schwartsman analisam manifestações pelo fim da escala 6x1 // Rick Azevedo critica PT por falta de adesão à PEC que pede o fim da escala 6x1: &#39;O que tá faltando?&#39; // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // PÂNICO DISCUTE A VERDADE SOBRE A POLÊMICA ESCALA 6X1 E ANALISA TUDO! // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // NEGARAM O FIM DA ESCALA 6X1!!? #clt #meme #memes #engraçado // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // A ESCALA 6X1 VAI ACABAR? // Fim da escala 6x1 virou tema &#39;incontornável&#39; no Congresso após pressão da sociedade, diz Boulos // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // Argumentos contra o fim da escala 6x1 repetem falas já usadas // Manifestações pelo fim da escala 6x1 são realizados em capitais | Primeiro Impacto (15/11/24) // PEC da escala 6x1: Deputada Erika Hilton explica proposta em entrevista exclusiva | SBT News // FIM DA ESCALA 6x1: Any Ortiz explica sua posição sobre PEC | Timeline // PEC pelo fim da escala 6x1 divide opiniões entre representações de empregadores e trabalhadores // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // Vereador eleito no Rio com proposta contra escala 6x1 celebra repercussão: ‘Sonhei com esse dia’ // Fim da escala 6x1? PEC propõe diminuição da jornada de trabalho // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // FIM DA ESCALA 6X1 ! // O POVO FALA: FIM DA ESCALA 6X1, QUAL A OPINIÃO DO TRABALHADOR? // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // 5 RISCOS da ESCALA 6x1 | DANDO O FURO // TREZOITAO É A FAVOR DA ESCALA 6X1? // A escala 6x1 vai continuar e não haverá mudanças // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // VOCÊ É CONTRA A ESCALA 6x1? 🤔 #shorts #short #escala6x1 #escala6x1não #6x1 #clt  #trabalho #viral // Estou revoltado! com essa escala 6x1 (O início de tudo) // É o fim da escala 6x1? // Escala 6x1 tem que acabar, os piores argumentos. // Fim da escala 6x1 // ","transcriptions.txt","505","126","9623","2024-11-13"
"PELO FIM DA ESCALA 6X1 ✊","Tempero Drag","https://www.youtube.com/watch?v=MvfuZNyYVTc","Principal","Leo Picon volta a se pronunciar após polêmica da escala 6x1 // FIM DA ESCALA 6X1 ! // ","transcriptions.txt","10591","439","47997","2024-11-14"
"MEMES pra te AJUDAREM na ESCALA 6x1 - Cinema dos MEMES","tocadocoelho","https://www.youtube.com/watch?v=9GnEcttbG_E","Principal","Essa escala 6x1 eu não aguento mais #shorts #drama // ESCALA 6X1: NÃO É O ÚNICO PROBLEMA | CORTES // Noubari - escala 6x1 // EU SAI DA ESCALA 6X1 (TROQUEI DE EMPREGO) // ","transcriptions.txt","10050","138","61795","2024-11-15"
"A campanha do Brasil 247 para manter a escala 6x1","Jones Manoel","https://www.youtube.com/watch?v=oHvE-cxq5SM","Principal","Fim da escala 6x1 vai &quot;quebrar a economia&quot; ? // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Refutando as mentiras de Nikolas Ferreira sobre o fim da escala 6x1 // 🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA // Destruindo as mentiras de Kim Kataguire sobre o fim da escala 6x1 // A ESCALA 6x1 TEM QUE ACABAR - MURILO REAGE (Cortes da Live do Suco de Brasil) // A maioria do povo brasileiro quer o fim da escala 6x1 // ","transcriptions.txt","10384","1794","60163","2024-11-18"
"FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA","Hey Investidor","https://www.youtube.com/watch?v=HH4px_Em52Y","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // Fim da escala 6x1: projeto domina redes sociais e pressiona deputados | SBT Brasil (11/11/24) // Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // Escala 6x1. Exploração ou vadiagem? // 6x1: entenda o projeto que pede o fim da escala 6x1 | Leonardo Sakamoto // ESCALA 6x1: especialistas analisam proporção popular da discussão no Brasil // Novidades sobre o fim da escala 6x1! // O Fim da Escala 6 X 1 // FIM DA ESCALA 6X1 APROVADO NA CÂMARA DOS DEPUTADOS - REDUÇÃO DA JORNADA DE TRABALHO // FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // ninguém aguenta mais a ESCALA 6x1 // Se o fim da escala 6x1 for aprovado a bolsa acaba? É o fim? // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // Escala 6x1: O Que Ninguém Te Conta Sobre Seus Direitos e o Que Pode Mudar em Breve! // PEC pelo fim da escala 6x1 consegue assinaturas para ser protocolada na Câmara, diz Erika Hilton // Como o fim da escala 6x1 pode impactar o mercado de trabalho // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // Escala 6x1: PEC pelo fim da jornada de trabalho 6x1 chega a 134 assinaturas; são necessárias 171 // AS MENTIRAS DE NIKOLAS FERREIRA SOBRE A ESCALA 6x1 // O FIM DA ESCALA 6X1 EXPLICADO // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // PEC que proíbe escala 6x1 consegue 171 assinaturas | LIVE CNN // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Escala 6x1: uma nova era de avaliação no trabalho ou risco à Justiça Trabalhista? // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // PEC da escala 6x1: Nikolas Ferreira é cobrado por não assinar texto // NIKOLAS PODE TER USADO IA PARA ATACAR FIM DA ESCALA 6X1 | PLANTÃO // ESCALA 6x1: A ROTINA QUE DESTRÓI MILHÕES de BRASILEIROS (Vídeo Irrefutável) // Escala 6x1: Com PEC, PSOL sai das cordas e consegue emplacar pauta antissistema, diz Josias de Souza // Por que a proposta do fim da escala 6x1 é a 4x3? // ECONOMISTA CALCULA QUANTO O FIM DA ESCALA 6X1 PODE CUSTAR AOS EMPRESÁRIOS // Campos Neto volta a fazer críticas à PEC contra escala 6x1: “Vai contra reforma que foi feita” // 🟡🔵 TRABALHO ESCALA 6x1. FEZ UM ESTRAGO NA MINHA VIDA // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // PEC do fim da escala 6x1: Manifestações de apoio devem acontecer em 6 capitais | O POVO NEWS // O que é a PEC da escala 6x1 // Feliciano sobre Escala 6x1: &quot;Nos EUA, todos trabalham até a exaustão pra ver prosperidade e riqueza&quot; // Escala 6x1: PEC deve ter as assinaturas suficientes nesta semana, diz deputada Erika Hilton // O fim da Escala 6x1: Como essa mudança afeta Pequenos Empresários e Trabalhadores // FIM DA ESCALA 6X1 NOS CONCURSOS PÚBLICOS. O que muda na prática? // Kim Kataguiri fala de escala 6x1 e governo Lula // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // PROPOSTA sobre o FIM da ESCALA 6X1 // FIM DA ESCALA 6X1: EMPRESÁRIOS ABREM O JOGO SOBRE O FUTURO DA ECONOMIA | BRASIL À BEIRA DO COLAPSO? // COMO O FIM DA ESCALA 6X1 PODE IMPACTAR EMPRESAS E TRABALHADORES? #FN // O FIM DA ESCALA 6X1 (ninguém quer trabalhar😢) // Se o fim da ESCALA 6x1 for aprovado a BOLSA acaba? É o fim? // PEC do fim da escala 6x1 é uma farsa // Escala 6x1: Como surgiu o debate sobre o assunto? #trabalhadores #6x1 #direitostrabalhistas // Proibir a escala 6x1: estão te enganando! // ESCALA 6x1: INTERNET VIRALIZA VÍDEO DE FELICIANO E MONARK QUE PARECE COISA DO SÉCULO 19 | Cortes 247 // ENTENDA A POLÊMICA SOBRE A PROPOSTA DO FIM DA ESCALA 6X1 // PEC de Erika Hilton (PSOL/SP) pelo fim da escala 6x1 avança; pressão sobre deputados é fundamental // escala 6x1 // Escala 6x1: A Escravidão dos Tempos Modernos! // Fim da escala 6x1: Entenda projeto apresentado por Erika Hilton que agita redes sociais |O POVO NEWS // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // O fim da escala 6x1 é uma oportunidade política única (e o governo tá vacilando) // O QUE NÃO TE CONTAM SOBRE O FIM DA ESCALA 6X1? // pec do fim da escala 6x1: será que funciona? // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // Fiz uma comparação da escala 6X1 do trabalhador com a do político. // Como SAIR da ESCALA 6X1 para sempre // TREZOITAO É A FAVOR DA ESCALA 6X1? // O FIM DA ESCALA 6X1 É UMA UTOPIA NO BRASIL! // FIM DA ESCALA 6X1 // DESABAFO DA ESCALA 6X1 // ZEUS REAGE: A ESCALA 6X1 VAI ACABAR COM A BOLSA // SOBRE O FIM DA ESCALA 6X1... O BURACO É MAIS EMBAIXO // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Fim da escala 6x1 e o Deputado Marco Feliciano // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // FIM DA ESCALA 6x1 // Marco Feliciano é contra o fim da escala 6x1 // DESABAFO ESCALA 6X1: A REALIDADE DOS TRABALHADORES BRASILEIROS! | REACT. Luideverso // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // ESCALA 6X1 | SÓ IDIOTAS E IMBECIS RECLAMAM DISSO // ","transcriptions.txt","2004","465","15760","2024-11-16"
"Erika Hilton rebate Nikolas Ferreira sobre escala 6x1: &#39;Quem tem coragem de debater assina a PEC&#39;","UOL","https://www.youtube.com/watch?v=_nk-ZN0ytSU","Principal","Fim da escala 6x1 virou tema &#39;incontornável&#39; no Congresso após pressão da sociedade, diz Boulos // Escala 6x1: Vice-líder da oposição critica PEC de Erika Hilton e propõe pagamento por hora // PEC de Erika Hilton (PSOL/SP) pelo fim da escala 6x1 avança; pressão sobre deputados é fundamental // ","transcriptions.txt","1093","398","29363","2024-11-12"
"O DESABAFO DE UM TRABALHADOR ESCALA 6X1","Projeto Conselho","https://www.youtube.com/watch?v=VDDBckV2P4A","Principal","ESCALA 6X1 E A ROMANTIZAÇÃO DO SOFRIMENTO | Marcos Lacerda, psicólogo // ninguém aguenta mais a ESCALA 6x1 // Escala 6x1: senador Cleitinho diz que é desumana: &#39;Isso não é questão de ideologia&#39; // REFUTANDO QUEM É CONTRA O FIM DA ESCALA 6X1 | FÁCIL DEMAIS // Como o fim da escala 6x1 pode impactar o mercado de trabalho // URGENTE: A Escala 6x1 vai acabar? // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // Fim da escala 6x1: PEC atinge assinaturas necessárias | Chega Mais Notícias (13/11/24) // Escala 6x1 e os impactos na vida do trabalhador brasileiro | Papo Rápido | GNT // DEUS É CONTRA A ESCALA 6x1? OS 10 MANDAMENTOS PROÍBEM? // Escala 6x1: Deputado do PL critica modelo e diz que debate &quot;não é questão de ideologia&quot; // Léo Picon REAGE após &#39;massacre&#39; por fala sobre ESCALA 6x1 e diz que não é contra os trabalhadores // JAMAIS TRABALHE NA ESCALA 6x1 // Fim da escala 6x1: Entenda como funciona o modelo atual e o que PEC pode mudar // CLEITINHO E JORGE SEIF DISCUTEM SOBRE ESCALA 6X1 NO SENADO // PÂNICO ANALISA NOVOS DETALHES SOBRE A POLÊMICA ESCALA 6X1 E DEBATE AO VIVO! // Leo Picon volta a se pronunciar após polêmica da escala 6x1 // PEC do fim da escala 6x1 é uma farsa // SEU OSMAR E A ESCALA 6X1 DO ROBERTO ELE TA CANSADO DE TRABALHAR TENTE NÃO RIR 🤣 #humor #memes 🤠 // PEC do fim da escala 6x1 atinge 194 assinaturas; veja quais deputados assinaram l O POVO NEWS // UM DESABAFO da ESCALA 6X1 // ESCALA 6x1 // ESCALA 6X1: A VERDADE QUE NINGÉM TE CONTA // A TRAGÉDIA DO HOMEM CLT E O FIM DA ESCALA 6X1 // tem como fazer a ESCALA 6X1 ser MENOS PIOR? // Trabalhe na escala 6x1 e morra de trabalhar (ganhando um salário mínimo) // FIM DA ESCALA 6X1: ENTENDA A PROPOSTA ABSURDA QUE PODE DESTRUIR O BRASIL! // Essa escala 6x1 eu não aguento mais #shorts #drama // CEROL DAR SUA OPINIÃO SOBRE A ESCALA 6X1 // ESCALA 6x1 #shorts // Escala 6x1: Por Que Não Tenho Escolha // A escala 6x1 tem que acabar no BOSTIL! // Estou revoltado! com essa escala 6x1 (O início de tudo) // É o fim da escala 6x1? // Escala 6x1 voce concorda? #6x1 #escala5x2 #clt #trabalho // Escala 6x1 - parte 2 #humor #cenas #comedia #6x1 #escala6x1 // ESCALA 6X1 É A ESCRAVIDÃO MODERNA DO SECULO XXI ?? [REACT] // Escala 6x1 part2 // Desabafo de um jovem trabalhador na escala 6x1 // ","transcriptions.txt","7183","1871","62285","2024-09-30"
"Escala 6x1: Como surgiu o debate sobre o assunto? #trabalhadores #6x1 #direitostrabalhistas","Folha de S.Paulo","https://www.youtube.com/watch?v=n_b1X6AWdyk","Principal","ESCALA 6x1: especialistas analisam proporção popular da discussão no Brasil // O FIM DA ESCALA 6X1 EXPLICADO // Especialista em Direito do Trabalho explica consequências do fim da escala 6x1 // Redução da jornada de trabalho: PEC que acaba com a escala 6X1 está em debate // Nikolas Ferreira critica texto de PEC contra escala 6x1: &#39;Terrivelmente elaborado&#39;, diz em vídeo // TRABALHADOR EXAUSTO FAZ DESABAFO SOBRE ESCALA 6X1 // O FIM DA JORNADA 6x1... TUDO O QUE VOCÊ PRECISA SABER! // FIM DA ESCALA 6X1: ENTENDA A DISCUSSÃO! // O que é a PEC da escala 6x1 // Fim da escala 6x1? PEC propõe diminuição da jornada de trabalho // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // A ESCALA 6X1 FOI ABOLIDA!?! #trabalho #clt #escala6x1 // FIM DA ESCALA 6X1 ! // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // Escala 6x1 em discussão na Câmara: Como a esquerda vai desempregar ainda mais brasileiros. // Cleitinho confronta aliados e quer Fim da Escala 6x1- Nikolas Ferreira rebate críticas // Como sair da escala 6x1 e começar no Youtube (sem passar fome) // ESCALA 6X1: O INESPERADO DEBATE ENTRE COMUNISTA E DEPUTADO CONSERVADOR | CORTES // FIM DA ESCALA 6x1 // Escala 6x1 tem que acabar, os piores argumentos. // ","transcriptions.txt","31","0","828","2024-11-13"
"Proibir a escala 6x1: estão te enganando!","Ideias Radicais","https://www.youtube.com/watch?v=xCOZL1GeVaI","Principal","Fim da escala 6x1: assinaturas necessárias protocolar PEC é atingida | SBT Brasil (13/11/24) // O Fim da Escala 6x1 vai Quebrar a Economia do Brasil // FIM DA ESCALA 6X1:  É POSSÍVEL DAR MAIS FOLGA PARA O TRABALHADOR?  | PALAVRA ABERTA // Eduardo Moreira: É fundamental abraçar a luta pelo fim da escala 6x1 de trabalho // O que PRECISAMOS FAZER pra TER a ESCALA 6X1? - ARTHUR DO VAL X ALFREDINHO // FIM DA ESCALA 6X1 FUNCIONARIA NO BRASIL? // Sheila Magalhães reage a possível fim da escala 6x1: &quot;Tendência nas grandes economias&quot; // PEC pelo fim da escala 6x1 atinge assinaturas e já pode tramitar no Congresso // FIM DA ESCALA 6X1: EMPRESÁRIOS ABREM O JOGO SOBRE O FUTURO DA ECONOMIA | BRASIL À BEIRA DO COLAPSO? // MOVIMENTO VAT E O FIM DA ESCALA 6x1 | Gustavo Gaiofato // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // MBL EXPÕE VERDADE INCONVENIENTE SOBRE ESCALA 6X1 | Cortes do @MBLiveTV // Luiz Philippe explica por que é contra o fim da escala 6x1 // Fim da escala 6x1 e o Deputado Marco Feliciano // Escala 6x1 ESCRAVIDÃO moderna! (Jovem fuja disso) // ESCALA 6x1: PAVANATO vs FEMINISTA #6x1 #pavanato #entertainment #escala #feminista // ","transcriptions.txt","8035","1176","58486","2024-11-13"
"ESCALA 6x1: INTERNET VIRALIZA VÍDEO DE FELICIANO E MONARK QUE PARECE COISA DO SÉCULO 19 | Cortes 247","Cortes 247","https://www.youtube.com/watch?v=bvVsPk_XKGA","Principal","Entenda o que propõe a PEC do fim da escala 6x1 | CNN NOVO DIA // ESCALA 6x1: especialistas analisam proporção popular da discussão no Brasil // FIM DA ESCALA 6X1: ENTENDA COMO FUNCIONA O MODELO ATUAL E O QUE PODE MUDAR! // A escala 6x1 vai acabar? Por que o assunto ganhou os holofotes // O FIM DA ESCALA 6X1 EXPLICADO // PEC que proíbe escala 6x1 consegue 171 assinaturas | LIVE CNN // Mudança na ESCALA 6X1 foi APROVADA? Veja os próximos passos // Proposta do fim da escala 6x1 recebe apoio popular // Kim Kataguiri fala de escala 6x1 e governo Lula // PROPOSTA sobre o FIM da ESCALA 6X1 // FIM DA ESCALA 6x1 PODE DESTRUIR A ECONOMIA BRASILEIRA // FIM DA ESCALA 6X1 COM REDUÇÃO DE JORNADA DE TRABALHO - APROVAÇÃO PELOS DEPUTADOS FIM DA ESCALA 6X1 // Escala 6x1 em Debate: Famosos como Leo Picon, Jade, Luana Piovani e Gil do Vigor opinam sobre a PEC // Jornal Acontece: Audiência Pública pelo fim da escala 6x1 // Fim da escala 6x1? Deputados federais discutem PEC contra jornada | Conversas Cruzadas | 12/11/2024 // ","transcriptions.txt","15832","1957","192894","2024-11-12"
